"company name","description","tags","url","size","funding"
"A-Space ","AI-driven home design tool","B2C, •, Property, •, B2B, •, Artificial Intelligence, •, Design, •, Interior design, •, Machine Learning, ","https://app.otta.com//companies/A-Space","",""
"Assembled ","Customer support workforce management platform","B2B, •, Enterprise, •, Internal tools, •, Deep Tech, •, Communication, •, Customer service, ","https://app.otta.com//companies/Assembled","21-100","£57.9"
"Astralabs ","Accelerator that launches, acquires, and scales startups","B2B, •, Lead generation, •, Investing, •, Venture Capital, ","https://app.otta.com//companies/Astralabs","",""
"Astronomer ","Data orchestration platform","B2B, •, Business Intelligence, •, SaaS, •, Data Integration, •, Data Analysis, ","https://app.otta.com//companies/Astronomer-1","201-500","£232.3"
"Astroscreen ","Detects social media manipulation campaigns","B2B, •, Security, •, Privacy, •, Social Media, •, Cyber Security, ","https://app.otta.com//companies/Astroscreen","1-20","£0.8"
"At-Bay ","Insurance for the digital age","B2B, •, Enterprise, •, Insurance, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/At-Bay","201-500","£239.3"
"Atelier Technology ","Enterprise cloud platform connecting the jewellery supply chain","B2B, •, Fashion, •, Cloud Computing, ","https://app.otta.com//companies/Atelier-Technology","",""
"Athelas ","Remote patient monitoring platform","Healthcare, •, B2B, •, Internet of Things, •, MedTech, ","https://app.otta.com//companies/Athelas","101-200","£128.1"
"A Thinking Ape ","Developer of social mobile video games","B2C, •, Gaming, •, Entertainment, •, Mobile, •, Video, ","https://app.otta.com//companies/A-Thinking-Ape","",""
"Atlas ","Human Experience Management Platform For Managing Global People Operations","B2B, •, Enterprise, •, HR, •, Compliance, •, Payments, •, SaaS, ","https://app.otta.com//companies/Atlas-1","",""
"Atmos ","One-click custom homes","B2C, •, Property, •, Construction, •, Real Estate, •, Sales, ","https://app.otta.com//companies/Atmos","21-100","£3.5"
"Atom Finance ","Investment research platform","Fintech, •, B2C, •, Investing, •, Content, •, Analytics, •, SaaS, ","https://app.otta.com//companies/Atom-Finance","21-100","£38.3"
"Atominvest ","Modern software for investment management","Fintech, •, Investing, •, SaaS, •, Venture Capital, ","https://app.otta.com//companies/Atominvest-1","",""
"Atom Tickets ","Social movie ticketing platform ","B2C, •, Ticketing, •, Entertainment, ","https://app.otta.com//companies/Atom-Tickets","21-100","£90.1"
"Attentive ","Personalized mobile text messaging platform built for e-commerce","B2B, •, Marketing, •, SaaS, •, Advertising, •, eCommerce, ","https://app.otta.com//companies/Attentive","1001+","£707"
"Attio ","The data-driven CRM for modern teams.","B2B, •, Internal tools, •, SaaS, •, API, ","https://app.otta.com//companies/Attio","1-20","£6.3"
"Attune ","Insurance provider for small businesses","B2B, •, Insurance, •, Legal, •, Cyber Security, ","https://app.otta.com//companies/Attune","",""
"Audio Network ","Music for Film, TV and Video","B2B, •, Music, •, Digital Media, •, Advertising, ","https://app.otta.com//companies/Audio-Network","101-200","£0.9"
"Augnet ","SMS and messaging service for businesses","B2B, •, Communication, •, Telecommunications, ","https://app.otta.com//companies/Augnet","1-20","£1.5"
"Aula ","The Learning Experience Platform (LXP) for higher education","Education, •, Communication, ","https://app.otta.com//companies/Aula","21-100","£6"
"Aura ","Digital security company for a safer internet","Enterprise, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Aura","501-1000","£410.3"
"Aurora ","Self-driving technology company","B2B, •, Artificial Intelligence, •, Enterprise, •, Cars, •, Transport, •, Mobility, ","https://app.otta.com//companies/Aurora","1001+","£2408.1"
"Authenteq ","Automated identity verification solution","B2B, •, Enterprise, •, Cyber Security, •, Identity, ","https://app.otta.com//companies/Authenteq","1-20","£7"
"AutoLeap ","Auto repair shop management software","B2B, •, Internal tools, •, SaaS, •, Data Integration, •, Automation, ","https://app.otta.com//companies/AutoLeap","21-100","£18.8"
"Automox ","Cloud-native automated patch management platform","B2B, •, Compliance, •, Cyber Security, •, DevOps, •, Automation, ","https://app.otta.com//companies/Automox","201-500","£125.1"
"AutonoMe ","Supporting Vulnerable People ","Education, •, Mobile, ","https://app.otta.com//companies/AutonoMe","1-20","£0.3"
"Ava ","Professional & AI-based captions for the deaf","B2C, •, B2B, •, Artificial Intelligence, •, Communication, •, SaaS, •, Social Impact, ","https://app.otta.com//companies/Ava","101-200","£13.5"
"Avant ","Online lending platform for borrowers with fair and bad credit","Fintech, •, B2C, •, Personal finance, •, Lending, •, Credit cards, •, Financial Services, ","https://app.otta.com//companies/Avant","501-1000","£535.8"
"AvantStay ","Hospitality platform for group travel experiences ","B2C, •, Hospitality, •, Travel, ","https://app.otta.com//companies/AvantStay","201-500","£156.5"
"AviAI ","Baggage mishandling solution","B2B, •, Travel, •, Artificial Intelligence, •, Logistics, •, Transport, •, Machine Learning, •, SaaS, ","https://app.otta.com//companies/AviAI-1","",""
"AVID ","Platform to create, market & sell courses and coaching","Marketplace, •, Education, •, Learning, ","https://app.otta.com//companies/AVID","",""
"Avrio ","Collaborative insights platform","B2B, •, Analytics, •, Market research, ","https://app.otta.com//companies/Avrio","1-20","£0.7"
"Avy ","Fully electric drone response network","B2B, •, Sustainability, •, Logistics, •, Flights, •, Drones, •, SaaS, •, Automation, •, Aerospace, ","https://app.otta.com//companies/Avy","21-100","£2.7"
"Axelar ","Cross-chain communication network","B2B, •, Cryptocurrency, •, Marketplace, •, API, •, Blockchain, ","https://app.otta.com//companies/Axelar","21-100","£52.3"
"Axiom Law ","Specialist legal talent provider","B2B, •, Marketplace, •, Recruitment, •, Legal, •, Flexible working, ","https://app.otta.com//companies/Axiom-Law","1001+","£22.9"
"Axis Security ","Cloud computing cyber security","B2B, •, Enterprise, •, SaaS, •, Cyber Security, •, Cloud Computing, ","https://app.otta.com//companies/Axis-Security","101-200","£81.2"
"AxleHire ","Next-day delivery platform","B2B, •, Logistics, •, Freight, •, Delivery, ","https://app.otta.com//companies/AxleHire","21-100","£45.5"
"Axonius ","Asset management cybersecurity platform","B2B, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Axonius","201-500","£323.7"
"Axu.ai ","No-code spreadsheets for AI content creation","B2B, •, Artificial Intelligence, •, SaaS, •, Automation, •, No-Code, ","https://app.otta.com//companies/Axu-ai","",""
"AYLIEN ","Transforms global news into business insight and signals","B2B, •, Artificial Intelligence, •, Machine Learning, •, SaaS, •, Media, ","https://app.otta.com//companies/AYLIEN","21-100","£7.1"
"AZA Finance ","Cross-border payment solutions for businesses","Fintech, •, B2B, •, Payments, •, Foreign exchange, •, Financial Services, •, Web 3.0, ","https://app.otta.com//companies/AZA-Finance","201-500","£41.1"
"BABLE Smart Cities ","Smart city consulting","B2B, •, Enterprise, •, Energy, •, Sustainability, •, Mobility, •, Design, •, Consulting, ","https://app.otta.com//companies/BABLE-Smart-Cities","",""
"Babylon Health ","Accessible and affordable health care for everyone","Healthcare, •, B2C, •, Personal health, ","https://app.otta.com//companies/Babylon-Health","1001+","£1080.1"
"Back Market ","Online marketplace for refurbished electronics","B2C, •, Marketplace, •, Sustainability, •, eCommerce, ","https://app.otta.com//companies/Back-Market","",""
"Badi ","AI-powered room rental platform","B2C, •, Property, •, B2B, •, Artificial Intelligence, •, Marketplace, •, Renting, •, Mobile, ","https://app.otta.com//companies/Badi","21-100","£38.2"
"Bakkt ","Connecting the digital economy","Fintech, •, B2C, •, B2B, •, Enterprise, •, Investing, •, Financial Services, ","https://app.otta.com//companies/Bakkt","201-500","£394.8"
"Ballpark ","Product & market research platform","B2B, •, Enterprise, •, Market research, •, SaaS, ","https://app.otta.com//companies/Ballpark","",""
"Bambee ","On-demand HR manager for SMBs","B2B, •, HR, •, SaaS, ","https://app.otta.com//companies/Bambee","101-200","£51.7"
"Bankable ","Banking as a Service","Fintech, •, B2B, •, Banking, •, Financial Services, ","https://app.otta.com//companies/Bankable","",""
"Bankjoy ","Digital banking for banks and credit unions","B2B, •, Banking, •, Financial Services, •, Mobile, ","https://app.otta.com//companies/Bankjoy","21-100","£1.5"
"Baobab ","Cybersecurity insurance provider","B2B, •, Security, •, Insurance, •, Cyber Security, ","https://app.otta.com//companies/Baobab","1-20","£3.1"
"Bark ","Marketplace for service professionals","B2C, •, Marketplace, •, Home improvement, ","https://app.otta.com//companies/Bark","",""
"Barley ","Compensation management platform","B2B, •, Enterprise, •, HR, •, Internal tools, •, SaaS, ","https://app.otta.com//companies/Barley","",""
"Baserow ","Open source online database tool","B2B, •, Big data, •, No-Code, ","https://app.otta.com//companies/Baserow","",""
"Batch ","One-tap QR code purchasing","B2B, •, Mobile, •, Consumer Goods, ","https://app.otta.com//companies/Batch","1-20","£4.1"
"Battleface ","Travel insurance company","B2C, •, Travel, •, Personal health, •, Insurance, ","https://app.otta.com//companies/Battleface","21-100","£15.6"
"Baudoin & Lange ","Footwear company","B2C, •, Retail, •, Manufacturing, •, Fashion, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Baudoin-and-Lange","",""
"Bazaarvoice ","Helps brands capture, analyse and act upon social data","B2B, •, Content, •, Analytics, •, Digital Media, •, SaaS, •, Advertising, ","https://app.otta.com//companies/Bazaarvoice","1001+","£16.4"
"BCG Digital Ventures ","Investment and incubation firm","B2B, •, Investing, •, Venture Capital, ","https://app.otta.com//companies/BCG-Digital-Ventures","",""
"Beacon ","A modern CRM for charities","B2B, •, SaaS, •, Charity, ","https://app.otta.com//companies/Beacon-1","",""
"Beam ","Supporting disadvantaged people into jobs & homes","B2C, •, Marketplace, •, Education, •, Recruitment, •, Social Impact, ","https://app.otta.com//companies/Beam","",""
"Beamery ","We put talent transformation at the heart of every business","B2B, •, Artificial Intelligence, •, Recruitment, •, HR, •, Internal tools, ","https://app.otta.com//companies/Beamery","201-500","£141.6"
"Beam Organics ","Natural supplements for wellness","B2C, •, Food, •, Nutrition, •, Wellbeing, •, eCommerce, ","https://app.otta.com//companies/Beam-Organics","21-100","£8.2"
"Beat ","Ride-hailing app","B2C, •, Marketplace, •, Transport, •, Mobility, •, Mobile, •, Community, ","https://app.otta.com//companies/Beat","1001+","£5.6"
"Beautycounter ","Natural, safer beauty and skincare products","B2C, •, Retail, •, Consumer Goods, •, D2C, •, Beauty, •, eCommerce, ","https://app.otta.com//companies/Beautycounter","1001+","£70.7"
"Beauty Pie ","Luxury beauty without the luxury prices ","B2C, •, Retail, •, Lifestyle, •, Personal health, •, Beauty, ","https://app.otta.com//companies/Beauty-Pie","201-500","£111.9"
"BeBanjo ","Creating products to help you users plan and schedule video content","B2B, •, Content, •, Digital Media, •, Video, ","https://app.otta.com//companies/BeBanjo","",""
"Behaviour Lab ","Driving investment performance by improving decision-making","Fintech, •, Investing, •, Financial Services, ","https://app.otta.com//companies/Behaviour-Lab","1-20","£2"
"Behold.ai ","AI Radiology Reporting","Healthcare, •, Artificial Intelligence, •, Computer Vision, ","https://app.otta.com//companies/Behold-ai","21-100","£3.9"
"belvo ","Open banking API platform","Fintech, •, B2B, •, Banking, •, Financial Services, •, SaaS, •, API, ","https://app.otta.com//companies/belvo","101-200","£45.9"
"Benable ","Curated shared recommendation platform","B2C, •, Sharing Economy, •, SaaS, ","https://app.otta.com//companies/Benable","",""
